player.id,historical.id_ncaa,season.year_ncaa,team.id_ncaa,stat.games_ncaa,stat.gamesStart_ncaa,stat.minutes_ncaa,stat.fg_ncaa,stat.fga_ncaa,stat.fgPct_ncaa,stat.fg2_ncaa,stat.fg2a_ncaa,stat.fg2Pct_ncaa,stat.fg3_ncaa,stat.fg3a_ncaa,stat.fg3Pct_ncaa,stat.ft_ncaa,stat.fta_ncaa,stat.ftPct_ncaa,stat.orb_ncaa,stat.drb_ncaa,stat.trb_ncaa,stat.ast_ncaa,stat.stl_ncaa,stat.blk_ncaa,stat.tov_ncaa,stat.pf_ncaa,stat.pts_ncaa,stat.PERColl,stat.PERNBA,stat.collBrL,stat.collBrR,stat.collCornL,stat.collCornR,stat.collTop,stat.fiftBrL,stat.fiftBrR,stat.fiftCornL,stat.fiftCornR,stat.fiftTop,stat.drblCollBrL,stat.drblCollBrR,stat.drblCollTop,stat.drblFiftBrL,stat.drblFiftBrR,stat.drblFiftTop,stat.otmColl,stat.otmFift,stat.laneAgil,stat.shtlRun,stat.threeQuartSprint,stat.standVerLeap,verticalLeap,stat.benchPress,"stat,bodyFat",stat.handLen,stat.handWid,stat.ht,"stat,htShoe",stat.standReach,"stat,wt",wingspan,player.name,success
1950953.0,131020.8,2020.0,5147566.6,22.2,20.0,661.6,58.4,145.4,0.41059999999999997,36.4,71.2,0.5576000000000001,22.0,74.2,0.2622,23.0,36.0,0.6466000000000001,43.2,76.2,119.4,37.2,15.4,14.0,24.6,46.8,161.8,0.3557259934150749,0.24433041375446046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1953287.0,119332.75,2018.75,6742775.25,31.5,30.25,994.5,147.75,305.75,0.4835,70.5,129.75,0.5405,77.25,176.0,0.43975,47.75,54.25,0.871,30.0,163.25,193.25,67.25,24.0,15.75,34.0,65.5,420.5,0.5220597475072193,0.4676151408913043,,,,,,,,,,,,,,,,,,,11.14,3.07,3.34,28.5,34.5,,0.079,8.25,9.0,79.0,6'8.0'',102.0,217.4,81.0,sam hauser,0
1967264.0,115807.25,2018.5,6983234.0,35.25,28.5,1069.75,164.75,332.75,0.502,102.5,189.0,0.55625,62.25,143.75,0.427,54.25,67.5,0.801,34.25,131.0,165.25,83.25,33.0,13.5,55.0,76.5,446.0,0.46336628112366735,0.5858764138854873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1970248.0,73658.5,2013.5,2518438.0,32.5,25.0,821.5,132.0,208.5,0.6345000000000001,132.0,208.5,0.6345000000000001,0.0,0.0,0.0,68.5,138.0,0.5015000000000001,84.5,149.5,234.0,34.0,3.5,93.0,53.5,78.0,332.5,0.6070288037752088,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1993823.0,33431.0,2007.0,1206073.0,28.333333333333332,27.666666666666668,759.6666666666666,73.0,165.0,0.442,73.0,164.0,0.4443333333333333,0.0,1.0,0.0,60.666666666666664,91.0,0.661,46.0,152.33333333333334,198.33333333333334,14.666666666666666,17.666666666666668,132.0,46.333333333333336,72.66666666666667,206.66666666666666,0.5124343565666124,0.4017857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1996762.0,130465.0,2020.0,4017089.0,27.0,26.666666666666668,809.6666666666666,127.33333333333333,313.0,0.40633333333333327,72.66666666666667,156.33333333333334,0.465,54.666666666666664,156.66666666666666,0.34933333333333333,75.0,107.66666666666667,0.6970000000000001,21.0,87.33333333333333,108.33333333333333,55.666666666666664,33.666666666666664,4.666666666666667,56.0,54.666666666666664,384.3333333333333,0.3866063400348567,0.7871342190944205,,,,,,,,,,,,,,,,,,,11.0,3.01,2.98,33.0,41.0,,0.044,8.5,9.25,78.0,6'6.75'',100.0,179.2,79.0,aj lawson,1
1996975.0,31523.5,2007.5,6494676.0,37.5,17.5,821.5,115.0,248.0,0.461,97.5,198.5,0.4835,17.5,49.5,0.3735,62.0,90.5,0.6305000000000001,34.5,56.0,90.5,95.5,38.5,4.0,60.5,64.0,309.5,0.3475534025913388,0.6927283699835165,,,,,,,,,,,,,,,,,,,10.98,,3.08,30.0,36.5,12.0,0.048,,,75.0,6' 3.5'',100.0,192.0,80.0,russell westbrook,1
1997144.0,122425.5,2018.5,7948870.0,29.5,22.0,690.5,112.75,240.5,0.469,101.0,207.25,0.493,11.75,33.25,0.26875,75.5,103.25,0.73675,32.75,84.5,117.25,58.5,24.25,12.0,52.0,61.25,312.75,0.4508270358351014,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2006268.0,158982.0,2023.0,4329967.0,33.0,33.0,944.0,155.0,412.0,0.376,78.0,184.0,0.424,77.0,228.0,0.338,119.0,150.0,0.793,33.0,104.0,137.0,91.0,37.0,6.0,95.0,70.0,506.0,0.4173728813559322,0.4162135442412259,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0,,,,keyonte george,0
2017611.0,18859.0,2004.0,5382380.0,34.0,33.0,1259.0,260.0,494.0,0.526,244.0,449.0,0.543,16.0,45.0,0.356,165.0,226.0,0.73,69.0,156.0,225.0,62.0,44.0,10.0,70.0,49.0,701.0,0.5377283558379666,0.20238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,76.0,6' 4.5'',100.0,216.0,81.0,andre emmett,0
